language,model,year,response,response1,response2,response3,response4,response5,response6,response7
English,gpt-4,1950,"1. Korean War begins.
2. Senator Joseph McCarthy's anti-communist campaign. 
3. Establishment of the People's Republic of China. 
4. First successful organ transplant. 
5. Introduction of the credit card.",1. Korean War begins.,2. Senator Joseph McCarthy's anti-communist campaign. ,3. Establishment of the People's Republic of China. ,4. First successful organ transplant. ,5. Introduction of the credit card.,,
English,gpt-4,1966,"1. Chinese Cultural Revolution
2. The Miranda Rights Law Implemented
3. Lunar Orbiter 1 Launched (First U.S. spacecraft to orbit the Moon)
4. The National Organization for Women (NOW) Founded
5. The Aberfan Disaster in Wales",1. Chinese Cultural Revolution,2. The Miranda Rights Law Implemented,3. Lunar Orbiter 1 Launched (First U.S. spacecraft to orbit the Moon),4. The National Organization for Women (NOW) Founded,5. The Aberfan Disaster in Wales,,
English,gpt-4,1966,"1. Cultural Revolution in China
2. Vietnam War: Buddhist Uprising
3. Lunar Orbiter 1: First US spacecraft to orbit the Moon
4. Miranda v. Arizona: Landmark US Supreme Court ruling on self-incrimination
5. Aberfan disaster in Wales",1. Cultural Revolution in China,2. Vietnam War: Buddhist Uprising,3. Lunar Orbiter 1: First US spacecraft to orbit the Moon,4. Miranda v. Arizona: Landmark US Supreme Court ruling on self-incrimination,5. Aberfan disaster in Wales,,
English,gpt-4,1966,"1. Chinese Cultural Revolution
2. Vietnam War: US Troop Increase
3. Miranda v. Arizona Supreme Court Decision
4. National Organization for Women (NOW) Founded
5. Soviet Luna 9 Moon Landing",1. Chinese Cultural Revolution,2. Vietnam War: US Troop Increase,3. Miranda v. Arizona Supreme Court Decision,4. National Organization for Women (NOW) Founded,5. Soviet Luna 9 Moon Landing,,
English,gpt-4,1966,"1. Chinese Cultural Revolution
2. Miranda v. Arizona Supreme Court ruling
3. Lunar Orbiter 1's moon landing
4. Aberfan disaster in Wales
5. The first-ever broadcast of ""Star Trek"" TV series",1. Chinese Cultural Revolution,2. Miranda v. Arizona Supreme Court ruling,3. Lunar Orbiter 1's moon landing,4. Aberfan disaster in Wales,"5. The first-ever broadcast of ""Star Trek"" TV series",,
English,gpt-4,1966,"1. Chinese Cultural Revolution
2. Miranda v. Arizona Supreme Court decision
3. Lunar Orbiter 1 captures the first photograph of Earth from space
4. The start of the Black Panther Party
5. England wins FIFA World Cup",1. Chinese Cultural Revolution,2. Miranda v. Arizona Supreme Court decision,3. Lunar Orbiter 1 captures the first photograph of Earth from space,4. The start of the Black Panther Party,5. England wins FIFA World Cup,,
English,gpt-4,1968,"1. Assassination of Martin Luther King Jr.
2. Assassination of Robert F. Kennedy
3. Tet Offensive in Vietnam War
4. Prague Spring in Czechoslovakia
5. Mexico City Olympic Games",1. Assassination of Martin Luther King Jr.,2. Assassination of Robert F. Kennedy,3. Tet Offensive in Vietnam War,4. Prague Spring in Czechoslovakia,5. Mexico City Olympic Games,,
English,gpt-4,1968,"1. Assassination of Martin Luther King Jr.
2. Tet Offensive in Vietnam War
3. Assassination of Robert F. Kennedy
4. Prague Spring and Soviet Invasion of Czechoslovakia
5. Civil Rights Act of 1968 (USA)",1. Assassination of Martin Luther King Jr.,2. Tet Offensive in Vietnam War,3. Assassination of Robert F. Kennedy,4. Prague Spring and Soviet Invasion of Czechoslovakia,5. Civil Rights Act of 1968 (USA),,
English,gpt-4,1968,"1. Assassination of Martin Luther King Jr.
2. May 1968 Protests in France
3. Tet Offensive in the Vietnam War
4. Assassination of Robert F. Kennedy
5. Prague Spring in Czechoslovakia",1. Assassination of Martin Luther King Jr.,2. May 1968 Protests in France,3. Tet Offensive in the Vietnam War,4. Assassination of Robert F. Kennedy,5. Prague Spring in Czechoslovakia,,
English,gpt-4,1968,"1. Assassination of Martin Luther King Jr.
2. Assassination of Robert F. Kennedy
3. Tet Offensive in Vietnam War
4. Protests during Democratic National Convention
5. Prague Spring and Soviet Invasion of Czechoslovakia",1. Assassination of Martin Luther King Jr.,2. Assassination of Robert F. Kennedy,3. Tet Offensive in Vietnam War,4. Protests during Democratic National Convention,5. Prague Spring and Soviet Invasion of Czechoslovakia,,
English,gpt-4,1968,"1. Assassination of Martin Luther King Jr.
2. Assassination of Robert F. Kennedy
3. Tet Offensive in Vietnam War
4. Prague Spring in Czechoslovakia
5. Mexico City Olympics",1. Assassination of Martin Luther King Jr.,2. Assassination of Robert F. Kennedy,3. Tet Offensive in Vietnam War,4. Prague Spring in Czechoslovakia,5. Mexico City Olympics,,
English,gpt-4,2020,"1. COVID-19 Pandemic
2. Black Lives Matter Protests
3. United States Presidential Election
4. United Kingdom Officially Leaves the European Union (Brexit)
5. Australia Wildfires",1. COVID-19 Pandemic,2. Black Lives Matter Protests,3. United States Presidential Election,4. United Kingdom Officially Leaves the European Union (Brexit),5. Australia Wildfires,,
English,gpt-4,2020,"1. COVID-19 Pandemic
2. Black Lives Matter Protests
3. United States Presidential Election
4. United Kingdom Officially Leaves the European Union (Brexit)
5. Australian Bushfires",1. COVID-19 Pandemic,2. Black Lives Matter Protests,3. United States Presidential Election,4. United Kingdom Officially Leaves the European Union (Brexit),5. Australian Bushfires,,
English,gpt-4,2020,"1. COVID-19 Pandemic
2. Black Lives Matter Protests
3. United States Presidential Election
4. United Kingdom Officially Leaves the European Union (Brexit)
5. Global Wildfires (Australia, California, Amazon)",1. COVID-19 Pandemic,2. Black Lives Matter Protests,3. United States Presidential Election,4. United Kingdom Officially Leaves the European Union (Brexit),"5. Global Wildfires (Australia, California, Amazon)",,
English,gpt-4,2020,"1. COVID-19 Pandemic
2. Black Lives Matter Protests
3. United States Presidential Election
4. Brexit Transition Period
5. Australian Wildfires",1. COVID-19 Pandemic,2. Black Lives Matter Protests,3. United States Presidential Election,4. Brexit Transition Period,5. Australian Wildfires,,
English,gpt-4,2020,"1. COVID-19 Pandemic
2. Black Lives Matter Protests
3. United States Presidential Election
4. Brexit Finalized
5. Australian Wildfires",1. COVID-19 Pandemic,2. Black Lives Matter Protests,3. United States Presidential Election,4. Brexit Finalized,5. Australian Wildfires,,
Korean,gpt-4,610,"1. Sui Dynasty의 시작: 581년부터 618년까지 지속된 중국의 제나라인 스이(Sui) 제국이 581년에 게이제 웬디에 의해 세워졌습니다.

2. 당 왕건: 당왕건은 618년 이루어진 중국 당나라라는 가장 긴 번영기를 구가한 정치 통일 기간의 시작입니다.

3. 나스로 1세의 사사니 왕좌 도전: 610년 이슬람 세계의 시아파 무살리딘 중 에콰도르 거사인 나스로 1세가 사사니 왕좌에 도전한 사건입니다.

4. 인도-유럽 무역로의 개척: 6세기 말 유럽과 인도의 문명들 사이의 무역로가 같지 않았기 때문에 이 시기에 중요한 무역 항로가 생성되기 시작했습니다.

5. 이슬람의 탄생: 610년에는 이슬람의 창시자인 무함마드가 첫 계시를 받았으며 이로 인해 이슬람이 세계에 나타나게 되었습니다.",1. Sui Dynasty의 시작: 581년부터 618년까지 지속된 중국의 제나라인 스이(Sui) 제국이 581년에 게이제 웬디에 의해 세워졌습니다.,2. 당 왕건: 당왕건은 618년 이루어진 중국 당나라라는 가장 긴 번영기를 구가한 정치 통일 기간의 시작입니다.,3. 나스로 1세의 사사니 왕좌 도전: 610년 이슬람 세계의 시아파 무살리딘 중 에콰도르 거사인 나스로 1세가 사사니 왕좌에 도전한 사건입니다.,4. 인도-유럽 무역로의 개척: 6세기 말 유럽과 인도의 문명들 사이의 무역로가 같지 않았기 때문에 이 시기에 중요한 무역 항로가 생성되기 시작했습니다.,5. 이슬람의 탄생: 610년에는 이슬람의 창시자인 무함마드가 첫 계시를 받았으며 이로 인해 이슬람이 세계에 나타나게 되었습니다.,,
Korean,gpt-4,610,"1. 문화대성 - 고려시대 과학자 장영실이 무궁화규선계를 개발

2. 중국 수이 왕건 - 연호가 개황천제로 바뀌며 수이 제국이 성립됨

3. 인도의 흥마르 국왕 풀락싴스 - 흥마르 왕조의 국영 무브아르 흥마르도가 성립됨

4. 일본  마다라의 불국사 창건 - 스님 세종 대륙에서 복돌애사를 일본으로 초청해서 불국사 창건 석립석문 기념식을 열음

5. 남아메리카(아이카 에코 아스가르(ica 이법 문명의 기원) 이법문명의 시작.

이 목록은 610년에 밀접한 연관이 있는 일부 사건을 열거한 것이지만, 역사학자들의 견해에 따라 여러 가지 다른 사건들도 포함될 수 있다. 이 부분에 대해 잘 확인해서 추구하시기 바랍니다.",1. 문화대성 - 고려시대 과학자 장영실이 무궁화규선계를 개발,2. 중국 수이 왕건 - 연호가 개황천제로 바뀌며 수이 제국이 성립됨,3. 인도의 흥마르 국왕 풀락싴스 - 흥마르 왕조의 국영 무브아르 흥마르도가 성립됨,4. 일본  마다라의 불국사 창건 - 스님 세종 대륙에서 복돌애사를 일본으로 초청해서 불국사 창건 석립석문 기념식을 열음,5. 남아메리카(아이카 에코 아스가르(ica 이법 문명의 기원) 이법문명의 시작.,"이 목록은 610년에 밀접한 연관이 있는 일부 사건을 열거한 것이지만, 역사학자들의 견해에 따라 여러 가지 다른 사건들도 포함될 수 있다. 이 부분에 대해 잘 확인해서 추구하시기 바랍니다.",
Korean,gpt-4,610,"1. 김유신이 신라와 연합하여 백제와 고구려를 공격하는 ""쌍수 결사"" 시기.
2. 대마가 타라 지방의 두 키우르 주재국 정복을 시작한 ""타라지방 정복 계획"" 시작.
3. 비잔티움 제국이 고디바야와의 통치를 확립한 ""고디바야 정복"".
4. 독일 람가우 지역에서 발생한 ""크롤라우 슬라브 봉기"".
5. 히라까와 610년 도 의식뵜료 되어, 천황의 즉위를 의식 한 일본 전통 의식인 ""단초시""가 개최.

단, 610년에 대한 중요한 역사적 사건들이 대부분 대한민국에서 발생한 것으로 나오고 있으며, 다른 국가의 역사와 관련하여 정확한 연대기를 찾기 어려워 정확한 역사적 사건들을 제공하지 못한 점 양해 부탁드립니다.","1. 김유신이 신라와 연합하여 백제와 고구려를 공격하는 ""쌍수 결사"" 시기.","2. 대마가 타라 지방의 두 키우르 주재국 정복을 시작한 ""타라지방 정복 계획"" 시작.","3. 비잔티움 제국이 고디바야와의 통치를 확립한 ""고디바야 정복"".","4. 독일 람가우 지역에서 발생한 ""크롤라우 슬라브 봉기"".","5. 히라까와 610년 도 의식뵜료 되어, 천황의 즉위를 의식 한 일본 전통 의식인 ""단초시""가 개최.","단, 610년에 대한 중요한 역사적 사건들이 대부분 대한민국에서 발생한 것으로 나오고 있으며, 다른 국가의 역사와 관련하여 정확한 연대기를 찾기 어려워 정확한 역사적 사건들을 제공하지 못한 점 양해 부탁드립니다.",
Korean,gpt-4,610,"1. 귀화족의 반란: 중국의 수십만 명의 귀화족들이 반란을 일으키다.
2. 스위트 왕조 창립: 흑해 북부의 도나우 강 상류에서 스위트 왕조가 성립되었다.
3. 추월파야의 창설: 태국의 조상인 모든 사람들이 추월파야 왕국을 세웠다.
4. 시칠리아 신탁 기독교의 출현: 시칠리아 섬에서 신탁 기독교가 출현하였다.
5. 간록돌 섰치사 마르파가 불교 전승: 찰바더 선원가신이 간록돌 섰치사로, 마르파로의 불교를 전승시키다.

이러한 사건들 중 일부는 610년에 정확히 발생했다고 확증할 수 있는 것은 아니지만, 6세기 후반부터 통일문헌 시대의 중국 시대에 결론을 낼 수 있었다. 표기에 차이가 있을 수 있음을 유의하시기 바랍니다.",1. 귀화족의 반란: 중국의 수십만 명의 귀화족들이 반란을 일으키다.,2. 스위트 왕조 창립: 흑해 북부의 도나우 강 상류에서 스위트 왕조가 성립되었다.,3. 추월파야의 창설: 태국의 조상인 모든 사람들이 추월파야 왕국을 세웠다.,4. 시칠리아 신탁 기독교의 출현: 시칠리아 섬에서 신탁 기독교가 출현하였다.,"5. 간록돌 섰치사 마르파가 불교 전승: 찰바더 선원가신이 간록돌 섰치사로, 마르파로의 불교를 전승시키다.","이러한 사건들 중 일부는 610년에 정확히 발생했다고 확증할 수 있는 것은 아니지만, 6세기 후반부터 통일문헌 시대의 중국 시대에 결론을 낼 수 있었다. 표기에 차이가 있을 수 있음을 유의하시기 바랍니다.",
Korean,gpt-4,610,"1. 광복공주 납치 (Princess Kwangbok abduction)
2. 고려-후렴 전쟁 (Goryeo-Khitan War)
3. 송나라 무실릉 완공 (Completion of Song Dynasty Mausoleum)
4. 사나당 천도 (Sanadong's relocation)
5. 우거지동 영전 (Uijeongbu relocation)

참고로, 610년의 역사적 사건을 구체적으로 조사하려면 국가별로 다양한 역사적 사건이 있을 수 있습니다. 위 사례들은 몇 가지 역사적 사건이지만 유일한 것은 아닙니다.",1. 광복공주 납치 (Princess Kwangbok abduction),2. 고려-후렴 전쟁 (Goryeo-Khitan War),3. 송나라 무실릉 완공 (Completion of Song Dynasty Mausoleum),4. 사나당 천도 (Sanadong's relocation),5. 우거지동 영전 (Uijeongbu relocation),"참고로, 610년의 역사적 사건을 구체적으로 조사하려면 국가별로 다양한 역사적 사건이 있을 수 있습니다. 위 사례들은 몇 가지 역사적 사건이지만 유일한 것은 아닙니다.",
